toplistindex,id,name,subs,views,uploads,countryCode,contentCategory,meantbu,mediantbu,
602,UC2YnEq5Fc5_zEO6bo0oNzCQ,melanie martinez,8.96M,1653609569,73,US,None,41.51020408163265,0,
603,UCblfuW_4rakIf2h6aqANefA,Red Bull,8.94M,2175516870,5721,AT,None,-27.448979591836736,-485,
604,UCd7VVhgnd2eCv9JEghvR_1w,RedeTV,8.93M,5516240887,24074,BR,None,4.408163265306122,-9,
605,UCqIqRzEge-Qvt4Iglx-uKdQ,Jen Smith,8.93M,2963046701,1885,US,None,-14.571428571428571,76,
606,UC4pEp0mo54WhEBCTYvjVDJA,Jessie J,8.93M,82429036,89,GB,None,30.448979591836736,-77,
607,NONE,Robin Hood Gamer,8.93M,2100927257,2602,BR,None,NONE,None,
608,UCuYx81nzzz4OFQrhbKDzTng,Michelle Phan,8.91M,1048978313,254,US,None,28.479166666666668,82.5,
609,NONE,HelloMaphie,8.91M,1841249455,475,US,None,NONE,None,
610,UCDsO-0Yo5zpJk575nKXgMVA,RocketJump,8.91M,1819713098,338,US,None,-17.8125,42.5,
611,UCgRr2pZaGeaZVN6LfbvQk9w,Dalas Review,8.91M,1965987817,896,ES,None,-17.285714285714285,-31,
612,UC0Kgvj5t_c9EMWpEDWJuR1Q,DJ Khaled,8.91M,3401408,14,NULL,None,22.846153846153847,-1,
613,None,None,None,None,None,None,None,NONE,None,
614,UCQ7x25F6YXY9DvGeHFxLhRQ,shfa2 - شفا,8.93M,2917396552,285,AE,NULL,5.040816326530612,24,
615,UCPMqs8vxEwbie26nFA3ykAw,Health Time,8.9M,552459269,435,IN,None,-0.46938775510204084,-4,
616,NONE,SriBalajiMovies,8.89M,5573594532,19299,IN,None,NONE,None,
617,UCuSo4gcgxJRf4Bzu43wwVyg,Masha y el Oso,8.9M,3046350592,312,NULL,None,25.428571428571427,28,
618,UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,8.85M,1288455685,321,CA,None,-30.3125,-92.0,
619,UCMxtWuqP6Ktk1tsSZSstaug,Haryanvi Maina,8.85M,362916044,1642,IN,None,1.469387755102041,2,
620,NONE,Lana Del Rey,8.85M,710122703,22,US,None,NONE,None,
621,NONE,Ei Nerd,8.84M,1456396586,2328,BR,None,NONE,None,
622,UCJKBSfD5JSUxGhriFeoPCCg,Masha e o Urso,8.83M,2745935077,327,NULL,None,23.06122448979592,63,
623,NONE,Diana Roma Show,8.81M,313880707,44,US,None,NONE,None,
624,UCPcynnZcILjm0e2aaaTuCjw,Talking Angela,8.83M,1832476657,131,GB,None,7.387755102040816,-14,
625,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,8.85M,953230630,75,US,None,18.3265306122449,-73,
626,UCE3qZH8ltYwmQDmm5uinPXw,ZarcortGame,8.8M,1841280892,274,ES,None,2.2916666666666665,-87.0,
627,UC2wKfjlioOCLP4xQMOWNcgg,Typical Gamer,8.79M,2287854436,2968,CA,None,-13.854166666666666,28.0,
628,UCtZAaljDNIsIAIhwYYzvEiw,Eh Bee Family,8.79M,2306604433,754,US,None,1,8,
629,UCjmAh2qxmvWdH3xNPbg0IUQ,Jason Vlogs,8.78M,2488304673,336,US,None,-0.40816326530612246,29,
630,UCSahY6dNgVipVxeVF-QIW_w,YosStoP,8.78M,871865276,587,MX,None,-14,-203.0,
631,UCv5I8kinKQT_cBxhsscnlWQ,Toys Make Me Smile,8.78M,2909174729,92,US,None,0.1836734693877551,-4,
632,UCvthuVsurPaVz2a7_4LepGg,Family Fun Pack,8.78M,12374129469,1584,US,None,3.4693877551020407,-24,
633,NONE,Wismichu,8.76M,1293375534,351,ES,None,NONE,None,
634,NONE,Team Films Bhojpuri,8.77M,3764619764,18773,IN,None,NONE,None,
635,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
636,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,8.75M,2043177623,3764,BR,None,26.9375,-89.5,
637,NONE,Funny Stop Motion videos,8.74M,4279173903,2518,ES,None,NONE,None,
638,NONE,Pop Chartbusters,8.74M,4244535133,1992,IN,None,NONE,None,
639,UCw5hxC9BldHV8cU8PgbNY9g,Kluna Tik,8.72M,3504659029,227,US,None,2.693877551020408,-28,
640,UCYUQQgogVeQY8cMQamhHJcg,CinemaSins,8.7M,2878008161,780,US,None,8.916666666666666,51.5,
641,NONE,Comedy Central,8.7M,4080168285,4893,US,None,NONE,None,
642,UCvxi7_X1VSaMr_osIamYNaw,NMF News,8.67M,3143500999,57888,IN,None,5.979591836734694,44,
643,UCe0TLA0EsQbE-MjuHXevj2A,ATHLEAN-X™,8.67M,1287606649,1060,US,None,0.10416666666666667,-13.0,
644,UC6rwiIxv0w2fbmmr66wl1rA,Luan Santana,8.66M,2911352836,312,BR,None,-60.12244897959184,-269,
645,UCR-QYzXrZF8yFarK8wZbHog,Colleen Ballinger,8.65M,1575716360,973,US,None,15.604166666666666,-63.0,
646,UCfxWYi2wFh4ma2uUCcH7VKg,Programa Pânico,8.63M,3108272636,3380,BR,None,-9,21,
647,UCR3TOnFWDeAlT-Ho6LueDmg,SBT Online,8.61M,2391956971,23670,BR,None,9.108108108108109,19,
648,UCL3IoeeHKzWMxZxhmnmETjw,Online Job,8.6M,318754729,1307,IN,NULL,4.979591836734694,-48,
649,NONE,Gusttavo Lima Oficial,8.61M,4829260132,258,BR,None,NONE,None,
650,UCKdEsgHiM0SulsFXm7QMJAg,Gallina Pintadita,8.59M,6086448089,41,MX,None,60.734693877551024,84,
651,UCgiO267R4Qo-SJF2UzH5ccQ,The Shiny Peanut,8.59M,1505698216,917,ID,None,2.673469387755102,1,
652,UCf3cbfAXgPFL6OywH7JwOzA,MeghanTrainorVEVO,8.57M,5849051309,63,US,None,6.959183673469388,-53,
653,UCsN8M73DMWa8SPp5o_0IAQQ,Tomorrowland,8.57M,1377160684,1331,BE,None,28.816326530612244,0,
654,UC9hJ5XcjHXYjwDOqrlQUuow,Saad Lamjarred | سعد لمجرد,8.56M,2166352740,135,MA,None,28.367346938775512,100,
655,UCAI8SmRbXgSpP8Zo3xZbxzQ,OficialHungria,8.56M,2043174461,40,BR,None,-23.818181818181817,-56.5,
656,UCEIdGryox368qWinrZ9eA8A,SAAIHALILINTAR,8.56M,667650642,238,ID,None,-8.959183673469388,-22,
657,UC9fUm_9ZouDuLIMlml6bw5w,Toy Freaks,8.54M,6933735324,492,US,None,NONE,None,
658,UCp68_FLety0O-n9QU6phsgw,colinfurze,8.53M,957957670,269,GB,None,21.875,103.5,
659,UCGwPbAQdGA3_88WBuGtg9tw,grav3yardgirl,8.53M,1589801251,1560,US,None,34.458333333333336,74.0,
660,UCHcn4Ux-sO9nzNu7rDsoQLg,infobells - Tamil,8.55M,3844988942,286,IN,None,-5.714285714285714,-77,
661,UC78cxCAcp7JfQPgKxYdyGrg,emma chamberlain,8.5M,906011979,209,US,None,0.3958333333333333,21.5,
662,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
663,UCfDPkUx9mG3IHBxYuPqgqAQ,Tauz,8.48M,1899255082,161,BR,None,-0.14583333333333334,28.0,
664,UCsU-ktDYPSvRyRqcFV4uXPw,DCTC Toy Channel,8.47M,4614016405,2090,US,None,NONE,None,
665,None,None,None,None,None,None,None,NONE,None,
666,UCbAwSkqJ1W_Eg7wr3cp5BUA,Safiya Nygaard,8.46M,1128325670,145,US,None,-7.708333333333333,32.5,
667,UC6zhI71atP7YLoZyIyCIGNw,Dave and Ava - Nursery Rhymes and Baby Songs,8.48M,4157093049,447,US,None,6.551020408163265,-1,
668,UC8zJedg1f4sKnyuHWeS6vyw,50 Cent,8.45M,906830030,397,US,None,-4,-21,
669,NONE,CarryMinati,8.42M,782976365,160,IN,None,NONE,None,
670,NONE,Mis Pastelitos,8.43M,982666238,368,MX,None,NONE,None,
671,UCTNtRdBAiZtHP9w7JinzfUg,SonyMusicSouthVEVO,8.4M,6218489004,3772,US,None,-4.551020408163265,1,
672,UC_hoQDD6zKcIqpIYLsFbBeA,Mo Vlogs,8.4M,2136584788,1519,AE,None,21.270833333333332,-21.0,
673,UCExB-_VCdrh90gIVSxJmpRg,Lizbeth Rodriguez,8.35M,473384898,130,MX,NULL,4.63265306122449,7,
674,UCbVwJCxsVbmaP1PFmbGQDeQ,MK MUSIC,8.35M,3666025786,3250,BR,None,-29.693877551020407,-57,
675,UCO9zJy7HWrIS3ojB4Lr7Yqw,Lil Wayne,8.34M,311438925,117,US,None,-3.5306122448979593,2,
676,UCLysbxhOO_JPOPgcsPCMb8w,Niana Guerrero,8.33M,534675614,166,PH,None,1.183673469387755,31,
677,UCvhQPdeTHzIRneScV8MIocg,Clean Bandit,8.32M,5216610274,94,GB,None,-24.081632653061224,7,
678,NONE,Justin Timberlake,8.32M,22597969,14,US,None,NONE,None,
679,UCulYu1HEIa7f70L2lYZWHOw,michaeljacksonVEVO,8.31M,7189942733,98,US,None,52.204081632653065,0,
680,UCBq5hp6DvwWam2XOXw6lYJA,Awakening Music,8.31M,3334829084,587,GB,None,13.551020408163266,-43,
681,UCicMnWThgzNjUmqpd-nUTXQ,Neha Kakkar,8.3M,717217986,82,IN,None,-18.775510204081634,-276,
682,UCNmBUECIkUyPr2hxIAT3vzw,Lucas Rangel,8.29M,1187526954,582,BR,None,1.1666666666666667,43.0,
683,UCHZcTOQMlcCmONp5Apm6qSQ,Маша та Ведмідь,8.29M,3309227274,527,UA,None,8.755102040816327,-39,
684,UCWZmCMB7mmKWcXJSIPRhzZw,Miniminter,8.26M,2944249540,1664,GB,None,5.854166666666667,-65.0,
685,UCp8JxAi_YsrFl0B3uwTPaeQ,Caracol Raivoso,8.25M,447638244,99,BR,None,4.1875,-61.5,
686,UC9diVCDUnRAB3buT1vLn4-w,FROST,8.23M,3133600393,1586,RU,None,-4.666666666666667,-138.5,
687,UCi4EDAgjULwwNBHOg1aaCig,OneRepublic,8.22M,54919108,49,US,None,-60.63265306122449,-20,
688,UCt7sv-NKh44rHAEb-qCCxvA,Wylsacom,8.22M,1738452780,2106,RU,None,3.7916666666666665,-30.5,
689,UC14UlmYlSNiQCBe9Eookf_A,FC Barcelona,8.22M,1041956163,8218,ES,None,23.520833333333332,104.5,
690,UCSReacwdlGHHyTIyuROhVdQ,AlishaMarie,8.22M,1104645252,306,US,None,-6.270833333333333,-63.0,
691,UCpcTrCXblq78GZrTUTLWeBw,FIFATV,8.21M,2490930059,8124,CH,None,-42.61224489795919,-2,
692,NONE,はじめしゃちょー（hajime）,8.21M,6699360844,2019,JP,None,NONE,None,
693,UCwJrDbRJBGvIdYrpBMNtCIg,PlaticaPolinesia,8.2M,202575004,14,MX,None,0.3181818181818182,0.0,
694,UCFBcrywVNeUOqtJgGhPEvQg,TheBrainDit,8.19M,2828888406,6862,UA,None,-4.25,108.0,
695,UCIOUkPJZtWThQBtkCRniSBw,Natalies Outlet,8.19M,1280730987,335,US,None,-11.877551020408163,6,
696,UCIvBHgnnLSVr9enuPvBuwyw,Piuzinho,8.2M,584633433,394,BR,None,4.918367346938775,-9,
697,UCXUVnTEsLZBim_WlWxBvEwA,Ch7HD,8.21M,4864666034,20077,TH,None,9.551020408163266,-35,
698,UC_GqWT9zKoeu0Jkv4KFpn9g,Sonotek Haryanvi,8.18M,575439951,3016,IN,None,-4.346938775510204,77,
699,UCHuZmQ0lSW8TG81dVZZh5rw,LipaoGamer,8.15M,2059916776,8112,BR,None,6,103.5,
700,NONE,Rohail Hyatt,1.02M,376544549,445,PK,None,NONE,None,
701,UCaB_KyYOjfNHBm0f-TvBmiw,TrapMusicHDTV,8.13M,2252582146,640,US,None,-8.16326530612245,-14,
702,UCssD3_aDYhaG44mwP53CO0w,littlemixVEVO,8.13M,4629888383,148,GB,None,25.857142857142858,92,
703,UC67qfftymkxZk_3aWOklaaA,Kika Nieto,8.12M,769521592,309,CO,None,3.7551020408163267,-5,
704,NONE,The X Factor UK,8.12M,6014752072,4512,GB,None,NONE,None,
705,UC7rtE7hSTaC8xDf5v_7O1qQ,My Mate Nate,8.12M,1580578536,836,TH,None,-13.326530612244898,9,
706,UCd534c_ehOvrLVL2v7Nl61w,Muselk,8.11M,2878668024,1577,AU,None,-4.645833333333333,-21.5,
707,UCGs30k8MveMERD3askAgNYA,La Rosa de Guadalupe,8.11M,3415929633,2278,MX,None,-2.4081632653061225,-12,
708,UCK8sQmJBp8GCxrOtXWBpyEA,Google,8.1M,2596827170,2304,US,None,-4.541666666666667,-96.0,
709,UCC9h3H-sGrvqd2otknZntsQ,freekickerz,8.08M,2060374734,1328,DE,None,0.20408163265306123,-1,
710,UCP-Ng5SXUEt0VE-TXqRdL6g,LEGO,8.08M,9831010326,21090,US,None,-7.125,52.0,
711,UCHcDpS0TXITVs0ZrBSIsEsA,Lokdhun Punjabi,8.09M,2489408228,1380,IN,None,-37.714285714285715,-8,
712,UCRZPl8_4FXHeFhawbrtxdOQ,ToyTocToc,8.09M,2107517224,494,US,None,9.714285714285714,-10,
713,NONE,SuperMarioLogan,8.08M,4958926447,534,US,None,NONE,None,
714,UCiw97Iyd9CbAyr00D94v3tg,Yippee Toys,8.07M,3437788979,1846,US,None,1.1020408163265305,-42,
715,UCuouUWCLmpG4Dje3Ay0p1oQ,ThatcherJoe,8.06M,1299297654,301,GB,None,6.270833333333333,-0.5,
716,UCiZJtnTQunvoY0xgv-Ce_rg,NTN Vlogs,8.06M,1669140994,318,VN,None,12.46938775510204,-36,
717,UCt3-Ge4aevIeHYTIOUdpvJQ,Karol Sevilla,8.03M,711363526,242,MX,None,-1.9795918367346939,71,
718,UChoTvF02Cv74FF72OaJtTMA,Liza Koshy Too,8.02M,601140499,74,NULL,None,4.73469387755102,7,
719,UCWKtHaeXVzUscYGcm0hEunw,BRKsEDU,8.03M,1523967150,4208,BR,None,20.5625,25.0,
720,UC1vGae2Q3oT5MkhhfW8lwjg,Lifestyle - Topic,8.02M,0,0,NULL,None,-10.653061224489797,0,
721,UCKYb5XBe-5OSEgLijLSoDtw,UnspeakableGaming,8.02M,2848344787,2141,US,None,-6.729166666666667,38.0,
722,UC3sznuotAs2ohg_U__Jzj_Q,The Film Theorists,8.01M,1192572939,208,US,None,9.854166666666666,46.0,
723,UC1SZZVZ5GXRBGpXorHD9PNw,Afreim,8M,1159201403,2740,BR,None,24.583333333333332,45.0,
724,UCyRXnSFPjQ7JcQJvebSPYcg,ครูนกเล็ก,7.99M,5917752947,2267,TH,None,13.877551020408163,44,
725,UCyn4UphNjXY8ULKja5F9DBQ,Animal Family,7.98M,1192070945,79,FR,NULL,6,-1,
726,UCCB1Byx5yTbLpQaV-rlfmtA,GIMS,7.98M,1038967245,53,FR,None,12.571428571428571,44,
727,NONE,HoomanTV,7.98M,1379240963,63,US,None,NONE,None,
728,UCxhygwqQ1ZMoBGQM2yEcNug,Raffy Tulfo in Action,8M,3872322302,3572,PH,None,-4.285714285714286,-33,
729,UCqsS8fU6yVxrJr5y_CoUn3w,HaerteTest,8.05M,1188332470,372,DE,None,-13.306122448979592,-19,
730,UClG8odDC8TS6Zpqk9CGVQiQ,Fortnite,7.95M,913255595,341,US,None,5,50,
731,UCqhnX4jA0A5paNd1v-zEysw,GoPro,7.93M,2246454305,2111,US,None,-21.166666666666668,-2.0,
732,UC0rzsIrAxF4kCsALP6J2EsA,Raditya Dika,7.93M,1134022878,1021,ID,None,-12.770833333333334,0.0,
733,UCp4LfMtDfoa29kTlLnqQ5Mg,SAS-ASMR,7.93M,1737279337,797,CA,None,6.959183673469388,-14,
734,UCOaMOXfe8EWH1GJyhqhXrAA,Denis,7.92M,3068735489,2053,US,None,-2.2708333333333335,7.0,
735,UCvu362oukLMN1miydXcLxGg,EllieGouldingVEVO,7.91M,5107482127,101,US,None,-8.877551020408163,-266,
736,UCH8NnRkxQg1zX7mHFRPq73g,So Yummy,7.91M,1959271602,283,US,NULL,-3.122448979591837,-28,
737,None,None,None,None,None,None,None,NONE,None,
738,UCzIdYMdAtTsWucGCZyZvN6w,Toys Unlimited,7.9M,4886260186,1304,US,None,-2.6122448979591835,-22,
739,UCKjJXmZxk1SiTUQUB28KHpw,TsMadaan,7.87M,848425275,1587,IN,None,-5.26530612244898,-6,
740,NONE,Warner Bros. Pictures,7.85M,4483030519,2401,US,None,NONE,None,
741,UCJg19noZp7-BYIGvypu_cow,Voot Kids,7.9M,2513542231,1349,NULL,None,0.5102040816326531,-7,
742,UCC3OGYxHwV8pB5yLobw9KdA,Dobre Brothers,7.84M,1433375768,239,US,None,13.16326530612245,29,
743,UC2IDkGu61j_mwNJOc54Sb5w,BERTH OH!,7.84M,849777863,383,MX,None,2.0816326530612246,58,
744,UCJAbkIY17zAmCTNQHH0bQoQ,Gameplayrj,7.8M,2931270025,14901,BR,None,16.3265306122449,7,
745,UCs9z8tKntYwX4JW7LueA2-g,DARK SECRETS,7.79M,557422633,110,IN,NULL,-0.673469387755102,2,
746,UCZdGJgHbmqQcVZaJCkqDRwg,The Q,7.8M,2254384987,159,NULL,None,15.387755102040817,-13,
747,UCXZpQgX1897wYDLtvzmgyIA,Facts Verse,7.79M,2391417856,2331,US,None,-4.918367346938775,7,
748,UCqXwKu6dKobXEQFhdKtiJLQ,핑크퐁 (인기 동요・동화),7.79M,3892205322,1582,KR,None,2.673469387755102,-20,
749,UC4WvVh0AwJ6K9w1JLepce7A,Matheus e Kauan,7.8M,156344231,51,BR,None,-5.061224489795919,0,
750,NONE,GMM25Thailand,7.79M,5164894662,22566,TH,None,NONE,None,
751,NONE,Mussa,767K,5679456,6,BR,None,NONE,None,
752,UCgoxyzvouZM-tCgsYzrYtyg,NishaMadhulika,7.78M,1456490453,1464,IN,None,-32.673469387755105,14,
753,UCjqZeIIXmNj3WS7auJjJFpg,welovekamikaze,7.78M,3692646608,1868,TH,None,-20.93877551020408,-90,
754,UCZf__ehlCEBPop-_sldpBUQ,HikakinTV,7.78M,6427563288,2650,JP,None,17,-152,
755,UC4USoIAL9qcsx5nCZV_QRnA,iDubbbzTV,7.76M,1222872891,268,US,None,6.708333333333333,14.5,
756,UCj34AOIMl_k1fF7hcBkD_dw,EverythingApplePro,7.77M,1868509659,1649,US,None,-3.75,64.0,
757,UCfw8x3VR-ElcaWW2Tg_jgSA,Rebecca Zamolo,7.77M,1666738769,635,US,None,2.2448979591836733,71,
758,NONE,Wolfie,7.76M,1103618105,344,US,None,NONE,None,
759,UCHmk8iNJHvf5mGN6_pkPc7g,Emiway Bantai,7.77M,898573798,104,IN,None,-4.530612244897959,7,
760,UC9A70zHWT__VE5oWmTg2-xA,Canal Top10,7.76M,794036784,269,BR,None,9.428571428571429,-22,
761,UC5xAPCVizxOfnMECMXkal2Q,Baim Paula,7.8M,743257516,335,ID,None,2.204081632653061,6,
762,UCNzsYU0aWwjERj-9Y9HUEng,Little Angel: Nursery Rhymes & Kids Songs,7.79M,4232564377,915,US,None,-8.16326530612245,-21,
763,UCMc-r8lDh-bbN_bhVz8ySEg,Kim RosaCuca,7.74M,738094468,820,BR,None,5.081632653061225,48,
764,UCrEsfMzcv3zFZkaSj8jsB2g,JD Pantoja,7.73M,647425285,13,NULL,NULL,-39.785714285714285,31.0,
765,UCSriAVggapS9Fb43fRB2vyQ,Simone e Simaria,7.73M,701009953,185,BR,None,-0.7551020408163265,1,
766,NONE,Barbie,7.73M,3853052698,3097,US,None,NONE,None,
767,UCs0upBDG-dCAxy8_VDPE5XA,Videogyan - Nursery Rhymes & Baby Songs,7.72M,5697661922,653,IN,None,24.551020408163264,-41,
768,UCupvZG-5ko_eiXAupbDfxWw,CNN,7.73M,5386114230,146663,US,None,51.645833333333336,118.0,
769,UCcHR0RvLYk33ppkjBw3UaEA,Mari Maria,7.72M,547165008,599,NULL,None,-7.229166666666667,-15.5,
770,UCpdK1NLHxEUGXc1gq2NxkTw,The Voice,7.72M,1199070414,1238,US,None,-1.7916666666666667,5.5,
771,UCQW2tTNJ40V2T6MqV1eMZ0w,Daftar Populer,7.72M,1113021479,1722,ID,None,-3.2244897959183674,-8,
772,UCh715KhLM7vbOwozSXLWI_w,aLexBY11,7.71M,1269631560,3488,ES,None,-1.3125,147.0,
773,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
774,UC8-4DBG_s3OvpuNFdEYxnFA,Izabela Stress,7.71M,2433985894,734,US,None,-1.4285714285714286,8,
775,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
776,UCvgfXK4nTYKudb0rFR6noLA,UFC - Ultimate Fighting Championship,7.7M,2299738337,8324,US,None,42.979166666666664,16.5,
777,UCRB4xZ_2ew7fzmrcv8aj4Lw,办公室小野官方频道 Ms Yeah Official…,7.71M,1754980263,151,HK,None,-2.2857142857142856,-20,
778,UCu59yAFE8fM0sVNTipR4edw,Masha and The Bear,7.74M,3473218293,404,GB,None,10.285714285714286,-54,
779,NONE,Rajalakshmi Karthikeyan,48,0,0,IN,None,NONE,None,
780,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
781,UCDwbDyYQGQuLcyr0_gv1IeQ,ولاية بطيخ | Melon City Show,7.67M,2641869646,935,IQ,None,-1.8571428571428572,14,
782,UCEq2mmBydypRUvTlTgm_ghA,QPark,7.68M,705357238,280,US,None,2.6122448979591835,48,
783,UCOCgB3xd-B-1qAm-hR9OLrA,Halsey,7.66M,2189350,12,US,None,-15.076923076923077,-15.0,
784,UCOs8VELPB5GC_eKibH9e-CQ,Tom Slime,7.66M,2345970908,717,US,NULL,2.306122448979592,41,
785,UC19aAr6UojQesIVCBsXJGIw,O Que Não Dizer Oficial,7.65M,652282416,250,BR,None,-11,-63,
786,UCU_AsfgtKjwR4qaSwgsWn-w,infobells,7.65M,2418804917,345,IN,None,-40.63265306122449,-44,
787,UCdKuE7a2QZeHPhDntXVZ91w,Kuplinov ► Play,7.63M,2979985661,5350,RU,None,18.729166666666668,13.0,
788,UCxJcrDUc8awRSLzLbnIiAmQ,And TV,7.64M,5396192879,20152,IN,None,NONE,None,
789,NONE,The Noite com Danilo Gentili,7.63M,2075209631,6858,BR,None,NONE,None,
790,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
791,NONE,Howcast,7.62M,3807625072,22385,US,None,NONE,None,
792,UC9iDw30SeRSm18kT98F5iAA,Rae Sremmurd,7.58M,19670263,38,US,None,23.125,92.0,
793,NONE,Bad Lip Reading,7.58M,1173464480,94,US,None,NONE,None,
794,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
795,UCYauDsl-rswjQGpA0_-Z9Pw,Ultra Movie Parlour,7.58M,2152463631,1099,IN,None,35.714285714285715,5,
796,UCUl-2o1dLbH_GCoU_B_1tsg,Luan Palomera,7.57M,1012637585,644,MX,None,9.395833333333334,19.5,
797,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NONE,None,
798,UCatfiM69M9ZnNhOzy0jZ41A,Power Vision,7.68M,2502921081,980,US,None,3.122448979591837,-6,
799,UCFjrDmEnxrG5TRGVO0TPHLA,Desimpedidos,7.55M,1688081905,2194,BR,None,6.958333333333333,-66.5,
800,UCAMpOm4QAk15tLyjuBNtQyg,Prince Royce,7.55M,0,0,NULL,NULL,-0.1,0.0,
801,UCa7lQu3RM6p88h4KOfTpqWA,هل تعلم؟,7.55M,922063600,1339,SA,None,-2.0408163265306123,-1,
802,UC1Ydgfp2x8oLYG66KZHXs1g,TheTalko,7.54M,2958078155,2459,US,None,19,0,
803,UC2kTZB_yeYgdAg4wP2tEryA,emimusic,7.54M,248764375,302,US,None,-9.456521739130435,0.0,
804,UCj5RwDivLksanrNvkW0FB4w,GMA Public Affairs,7.56M,4598995120,21410,PH,None,-5.8979591836734695,21,
805,UCGmnsW623G1r-Chmo5RB4Yw,KSIOlajidebtHD,7.53M,1218392953,885,GB,None,38.791666666666664,3.0,
806,NONE,AwesomenessTV,7.53M,2931068312,6229,US,None,NONE,None,
807,UCqNmJfc7RgMU6hTxOOuCYHQ,Diana Bebe,7.54M,1767529251,96,US,None,3.163265306122449,11,
808,UCVyM1Zknz3u2hGLAN2NVtZg,CJ SO COOL,7.52M,1689300232,889,US,None,-9.857142857142858,28,
809,UCMDQxm7cUx3yXkfeHa5zJIQ,TeamYouTube [Help],7.51M,69357613,116,US,None,19.104166666666668,59.5,
810,UCNKcMBYP_-18FLgk4BYGtfw,AWE me,7.49M,846125340,394,US,None,8.895833333333334,217.0,
811,UC_pwIXKXNm5KGhdEVzmY60A,Stone Music Entertainment,7.49M,5285080692,5665,KR,None,-11.510204081632653,-14,
812,UCw7xjxzbMwgBSmbeYwqYRMg,Sony PAL,7.49M,3666172509,10996,IN,None,-6.244897959183674,-6,
813,UCJ2ZDzMRgSrxmwphstrm8Ww,Smosh Games,7.48M,2341121210,2372,US,None,34.89795918367347,18,
814,UCXJDX1KK6t121Z9FLhu5o2A,PinkVEVO,7.46M,5010165085,149,US,None,-3.1020408163265305,0,
815,UCFSwJWimyZf2nGhorMtigrw,Sab kuchh sikho jano,7.46M,575808224,1095,IN,None,2.020408163265306,17,
816,UCF5VmU9N3sqqVe-F6E4gewg,BIBI,7.45M,876101250,2508,BR,None,-19.122448979591837,42,
817,UCE2606prvXQc_noEqKxVJXA,ABS-CBN News,7.47M,5081232642,109520,PH,None,-15.875,-172.5,
818,NONE,Simply Nailogical,7.44M,1477039269,433,CA,None,NONE,None,
819,UCJ6td3C9QlPO9O_J5dF4ZzA,Monstercat: Uncaged,7.44M,2471147760,1472,CA,None,8.104166666666666,-29.0,
820,UCXYRdIXDdeZIf816EWAr5zQ,Macklemore LLC,7.44M,3610857519,130,US,None,10.551020408163266,0,
821,UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast,7.43M,1175460860,490,US,None,-15.458333333333334,53.5,
822,UCoYfzC2zMlc9M-Odgaf6OSg,KendrickLamarVEVO,7.41M,2572357041,55,US,None,-33.06122448979592,-7,
823,UCvVuqRzGVqRlmZYlTf99M_w,Tyler Oakley,7.41M,680503520,592,US,None,41.458333333333336,-4.0,
824,UC9Gjog4enoDWRWTaYuamx1g,Jass Records,7.42M,2489118798,3027,IN,None,7.673469387755102,-49,
825,UCCj956IF62FbT7Gouszaj9w,BBC,7.4M,5972960296,11727,GB,None,29.895833333333332,10.0,
826,NONE,Team Coco,7.38M,6136849011,7998,US,None,NONE,None,
827,UCSDvKdIQOwTfcyOimSi9oYA,Future,7.37M,32460252,26,US,None,16.424242424242426,0,
828,UCBdBf2Eh24nM5PJyM2sdFPg,Sofia Castro,7.37M,496693600,122,CO,None,2.326530612244898,9,
829,UCV2JkEBmtfSYGAIlprAhAyQ,شبكة العاب العرب | Arab Games …,7.38M,1730225735,2939,SA,None,-1.9583333333333333,1.0,
830,UCY7tB-mpvlQeWgaCCS1Cmwg,GoldminesAction,7.36M,776015484,154,IN,None,4.959183673469388,-13,
831,UCRTOI5zhwFU-1eooSzgHAHw,sTaXxCraft,7.35M,1718962919,2108,ES,None,8.0625,-32.5,
832,NONE,Franciny Ehlke,7.36M,541556120,506,BR,None,NONE,None,
833,NONE,Fran Nina e Bel para meninas,7.34M,1980984145,1328,BR,None,NONE,None,
834,UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,7.35M,658754589,312,US,None,35.895833333333336,-23.0,
835,UCd0neB_LB1xpwIYDetX2qTg,Cris Devil Gamer,7.34M,1770104809,806,VN,None,1.7291666666666667,59.5,
836,UCgI8VzlDGsHCp0-9Een1eKw,Big Marvel,7.32M,936351984,355,US,None,3.4489795918367347,1,
837,UCDfk8ogO6QGeJAYCY0QDzKw,Stephen Sharer,7.33M,2925064673,564,US,None,8.489795918367347,-5,
838,UCIohHXwCEKxWCLvAguJ-GjA,TRANS TV Official,7.33M,3706618550,36780,ID,None,-14.857142857142858,-106,
